cpu1_usage,cpu3_usage,cpu5_usage,sda_1,sda_3,sda_5,181_GPU3_Power,181_GPU2_Power,181_GPU0_Power,181_GPU1_Power,185_GPU2_Power,185_GPU0_Power,185_GPU3_Power,185_GPU1_Power,183_GPU3_Power,183_GPU0_Power,183_GPU1_Power,183_GPU2_Power,181_GPU3_temp,181_GPU2_temp,181_GPU0_temp,181_GPU1_temp,185_GPU2_temp,185_GPU0_temp,185_GPU3_temp,185_GPU1_temp,183_GPU3_temp,183_GPU0_temp,183_GPU1_temp,183_GPU2_temp,181_GPU3_usage,181_GPU2_usage,181_GPU0_usage,181_GPU1_usage,185_GPU2_usage,185_GPU0_usage,185_GPU3_usage,185_GPU1_usage,183_GPU3_usage,183_GPU0_usage,183_GPU1_usage,183_GPU2_usage,181_GPU3_mem,181_GPU2_mem,181_GPU0_mem,181_GPU1_mem,185_GPU2_mem,185_GPU0_mem,185_GPU3_mem,185_GPU1_mem,183_GPU3_mem,183_GPU0_mem,183_GPU1_mem,183_GPU2_mem
2.206845238095722,4.542857142857781,1.9366071428599585,116224.0,196159.39047619049,2169085.561904761,31.037,30.017,30.537,31.016,31.558,31.057,32.037,31.578,32.473,30.996,31.496,30.996,31,28,32,30,31,32,30,27,41,35,34,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.206845238095722,4.542857142857781,1.9366071428599585,116224.0,196159.39047619049,2169085.561904761,31.037,30.017,30.537,31.016,31.558,31.057,32.037,31.578,32.473,30.996,31.496,30.996,31,28,32,30,31,32,30,27,41,35,34,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.282142857142,4.542857142857781,1.9139880952380397,122041.29523809523,196159.39047619049,2191516.0380952377,31.037,30.017,30.537,31.016,31.558,31.057,32.037,31.578,32.473,30.996,31.496,30.996,31,28,32,30,31,32,30,27,41,35,34,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.282142857142,4.832440476190558,1.9139880952380397,122041.29523809523,197222.4,2191516.0380952377,31.037,30.017,30.537,31.016,31.558,31.057,32.037,31.578,32.473,30.996,31.496,30.996,31,28,32,30,31,32,30,27,41,35,34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.282142857142,4.832440476190558,1.9139880952380397,122041.29523809523,197222.4,2191516.0380952377,31.037,30.017,30.537,31.016,31.558,31.057,32.037,31.578,32.473,30.996,31.496,30.996,31,28,32,30,31,32,30,27,41,35,34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.031249999999709,4.832440476190558,3.5663690476186782,119505.67619047618,197222.4,2096020.7238095235,31.037,30.517,30.537,31.037,31.558,31.057,32.037,31.578,32.473,30.996,31.496,30.996,31,28,32,30,31,32,30,27,41,35,34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.031249999999709,7.290476190476392,3.5663690476186782,119505.67619047618,203459.0476190476,2096020.7238095235,31.037,30.517,30.537,31.037,31.558,31.057,32.037,31.578,32.473,30.996,31.496,30.996,31,28,32,30,31,32,30,27,41,35,34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.031249999999709,7.290476190476392,3.5663690476186782,119505.67619047618,203459.0476190476,2096020.7238095235,31.037,30.517,30.537,31.037,31.558,31.057,32.037,31.578,32.473,30.996,31.496,30.996,31,28,32,30,31,32,30,27,41,35,34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.070833333333171,7.290476190476392,9.188988095238528,127322.2095238095,203459.0476190476,2176575.3904761905,31.037,30.517,30.537,31.037,31.558,31.057,32.037,31.578,32.473,30.996,31.496,30.996,31,28,32,30,31,32,30,27,41,35,34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.070833333333171,10.125297619047624,9.188988095238528,127322.2095238095,192336.45714285717,2176575.3904761905,31.037,30.517,30.537,31.037,31.558,31.057,32.037,31.578,32.473,30.996,31.496,30.996,31,28,32,30,31,32,30,27,41,35,34,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
